header,subrun,orig_id,length,source_path,camsol_ph7,pH
strat1000_n400__stratified__s1463_n484,stratified,s1463_n484,484,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.712211,7.00
strat1000_n400__stratified__s1464_n534,stratified,s1464_n534,534,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.807794,7.00
strat1000_n400__stratified__s1465_n579,stratified,s1465_n579,579,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,6.983727,7.00
strat1000_n400__stratified__s1466_n638,stratified,s1466_n638,638,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,7.488323,7.00
strat1000_n400__stratified__s1467_n678,stratified,s1467_n678,678,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-3.024891,7.00
strat1000_n400__stratified__s1468_n700,stratified,s1468_n700,700,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-0.273678,7.00
strat1000_n400__stratified__s1469_n775,stratified,s1469_n775,775,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,3.945334,7.00
strat1000_n400__stratified__s1470_n308,stratified,s1470_n308,308,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.746219,7.00
strat1000_n400__stratified__s1471_n384,stratified,s1471_n384,384,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.554569,7.00
strat1000_n400__stratified__s1472_n434,stratified,s1472_n434,434,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.681793,7.00
strat1000_n400__stratified__s1473_n498,stratified,s1473_n498,498,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.786514,7.00
strat1000_n400__stratified__s1474_n533,stratified,s1474_n533,533,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-0.867219,7.00
strat1000_n400__stratified__s1475_n577,stratified,s1475_n577,577,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-2.276609,7.00
strat1000_n400__stratified__s1476_n647,stratified,s1476_n647,647,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-2.928480,7.00
strat1000_n400__stratified__s1477_n678,stratified,s1477_n678,678,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,4.692435,7.00
strat1000_n400__stratified__s1478_n706,stratified,s1478_n706,706,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.378646,7.00
strat1000_n400__stratified__s1479_n751,stratified,s1479_n751,751,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.346649,7.00
strat1000_n400__stratified__s1480_n348,stratified,s1480_n348,348,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.053589,7.00
strat1000_n400__stratified__s1481_n373,stratified,s1481_n373,373,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.213906,7.00
strat1000_n400__stratified__s1482_n431,stratified,s1482_n431,431,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.838063,7.00
strat1000_n400__stratified__s1483_n499,stratified,s1483_n499,499,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.636489,7.00
strat1000_n400__stratified__s1484_n538,stratified,s1484_n538,538,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.491353,7.00
strat1000_n400__stratified__s1485_n562,stratified,s1485_n562,562,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.485200,7.00
strat1000_n400__stratified__s1486_n633,stratified,s1486_n633,633,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,4.093436,7.00
strat1000_n400__stratified__s1487_n671,stratified,s1487_n671,671,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,5.277640,7.00
strat1000_n400__stratified__s1488_n733,stratified,s1488_n733,733,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.555303,7.00
strat1000_n400__stratified__s1489_n789,stratified,s1489_n789,789,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.739290,7.00
strat1000_n400__stratified__s1490_n333,stratified,s1490_n333,333,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.575197,7.00
strat1000_n400__stratified__s1491_n352,stratified,s1491_n352,352,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.816588,7.00
strat1000_n400__stratified__s1492_n404,stratified,s1492_n404,404,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.846246,7.00
strat1000_n400__stratified__s1493_n457,stratified,s1493_n457,457,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.697802,7.00
strat1000_n400__stratified__s1494_n513,stratified,s1494_n513,513,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.113043,7.00
strat1000_n400__stratified__s1495_n573,stratified,s1495_n573,573,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.350564,7.00
strat1000_n400__stratified__s1496_n636,stratified,s1496_n636,636,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-0.202118,7.00
strat1000_n400__stratified__s1497_n651,stratified,s1497_n651,651,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.851050,7.00
strat1000_n400__stratified__s1498_n712,stratified,s1498_n712,712,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-0.618613,7.00
strat1000_n400__stratified__s1499_n784,stratified,s1499_n784,784,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.327839,7.00
strat1000_n400__stratified__s1500_n331,stratified,s1500_n331,331,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,3.300006,7.00
strat1000_n400__stratified__s1501_n393,stratified,s1501_n393,393,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.130076,7.00
strat1000_n400__stratified__s1502_n400,stratified,s1502_n400,400,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.812131,7.00
strat1000_n400__stratified__s1503_n499,stratified,s1503_n499,499,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.494796,7.00
strat1000_n400__stratified__s1504_n539,stratified,s1504_n539,539,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.019478,7.00
strat1000_n400__stratified__s1505_n580,stratified,s1505_n580,580,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-0.432570,7.00
strat1000_n400__stratified__s1506_n642,stratified,s1506_n642,642,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.384351,7.00
strat1000_n400__stratified__s1507_n662,stratified,s1507_n662,662,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.439615,7.00
strat1000_n400__stratified__s1508_n709,stratified,s1508_n709,709,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,4.064899,7.00
strat1000_n400__stratified__s1509_n776,stratified,s1509_n776,776,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.594050,7.00
strat1000_n400__stratified__s1510_n339,stratified,s1510_n339,339,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.820219,7.00
strat1000_n400__stratified__s1511_n356,stratified,s1511_n356,356,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.534394,7.00
strat1000_n400__stratified__s1512_n425,stratified,s1512_n425,425,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.096640,7.00
strat1000_n400__stratified__s1513_n488,stratified,s1513_n488,488,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.237853,7.00
strat1000_n400__stratified__s1514_n520,stratified,s1514_n520,520,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.199951,7.00
strat1000_n400__stratified__s1515_n580,stratified,s1515_n580,580,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.456695,7.00
strat1000_n400__stratified__s1516_n606,stratified,s1516_n606,606,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-2.347631,7.00
strat1000_n400__stratified__s1517_n672,stratified,s1517_n672,672,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.922229,7.00
strat1000_n400__stratified__s1518_n732,stratified,s1518_n732,732,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,4.177704,7.00
strat1000_n400__stratified__s1519_n799,stratified,s1519_n799,799,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,4.760436,7.00
strat1000_n400__stratified__s1520_n345,stratified,s1520_n345,345,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-2.774043,7.00
strat1000_n400__stratified__s1521_n358,stratified,s1521_n358,358,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.745429,7.00
strat1000_n400__stratified__s1522_n449,stratified,s1522_n449,449,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.042596,7.00
strat1000_n400__stratified__s1523_n462,stratified,s1523_n462,462,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.478277,7.00
strat1000_n400__stratified__s1524_n511,stratified,s1524_n511,511,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.985133,7.00
strat1000_n400__stratified__s1525_n555,stratified,s1525_n555,555,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.908390,7.00
strat1000_n400__stratified__s1526_n618,stratified,s1526_n618,618,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.815779,7.00
strat1000_n400__stratified__s1527_n682,stratified,s1527_n682,682,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-0.696736,7.00
strat1000_n400__stratified__s1528_n722,stratified,s1528_n722,722,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.967405,7.00
strat1000_n400__stratified__s1529_n759,stratified,s1529_n759,759,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.534490,7.00
strat1000_n400__stratified__s1530_n339,stratified,s1530_n339,339,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.659628,7.00
strat1000_n400__stratified__s1531_n356,stratified,s1531_n356,356,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,3.083944,7.00
strat1000_n400__stratified__s1532_n443,stratified,s1532_n443,443,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.282241,7.00
strat1000_n400__stratified__s1533_n491,stratified,s1533_n491,491,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.537604,7.00
strat1000_n400__stratified__s1534_n543,stratified,s1534_n543,543,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-0.669200,7.00
strat1000_n400__stratified__s1535_n551,stratified,s1535_n551,551,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-10.233105,7.00
strat1000_n400__stratified__s1536_n604,stratified,s1536_n604,604,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.106375,7.00
strat1000_n400__stratified__s1537_n676,stratified,s1537_n676,676,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,3.101221,7.00
strat1000_n400__stratified__s1538_n740,stratified,s1538_n740,740,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,3.248489,7.00
strat1000_n400__stratified__s1539_n788,stratified,s1539_n788,788,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-0.029229,7.00
strat1000_n400__stratified__s1540_n347,stratified,s1540_n347,347,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.534192,7.00
strat1000_n400__stratified__s1541_n382,stratified,s1541_n382,382,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.402601,7.00
strat1000_n400__stratified__s1542_n412,stratified,s1542_n412,412,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.213773,7.00
strat1000_n400__stratified__s1543_n487,stratified,s1543_n487,487,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-0.111934,7.00
strat1000_n400__stratified__s1544_n535,stratified,s1544_n535,535,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.028149,7.00
strat1000_n400__stratified__s1545_n553,stratified,s1545_n553,553,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,10.212945,7.00
strat1000_n400__stratified__s1546_n620,stratified,s1546_n620,620,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.215317,7.00
strat1000_n400__stratified__s1547_n681,stratified,s1547_n681,681,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,8.928338,7.00
strat1000_n400__stratified__s1548_n732,stratified,s1548_n732,732,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.007125,7.00
strat1000_n400__stratified__s1549_n768,stratified,s1549_n768,768,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.291982,7.00
strat1000_n400__stratified__s1550_n343,stratified,s1550_n343,343,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.824388,7.00
strat1000_n400__stratified__s1551_n354,stratified,s1551_n354,354,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.632828,7.00
strat1000_n400__stratified__s1552_n421,stratified,s1552_n421,421,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.502460,7.00
strat1000_n400__stratified__s1553_n458,stratified,s1553_n458,458,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.154375,7.00
strat1000_n400__stratified__s1554_n526,stratified,s1554_n526,526,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.087102,7.00
strat1000_n400__stratified__s1555_n563,stratified,s1555_n563,563,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.584817,7.00
strat1000_n400__stratified__s1556_n629,stratified,s1556_n629,629,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,6.558946,7.00
strat1000_n400__stratified__s1557_n669,stratified,s1557_n669,669,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-0.815007,7.00
strat1000_n400__stratified__s1558_n703,stratified,s1558_n703,703,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-7.037807,7.00
strat1000_n400__stratified__s1559_n760,stratified,s1559_n760,760,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.819787,7.00
strat1000_n400__stratified__s1560_n309,stratified,s1560_n309,309,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.843378,7.00
strat1000_n400__stratified__s1561_n352,stratified,s1561_n352,352,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.616411,7.00
strat1000_n400__stratified__s1562_n448,stratified,s1562_n448,448,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.509060,7.00
strat1000_n400__stratified__s1563_n490,stratified,s1563_n490,490,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.537302,7.00
strat1000_n400__stratified__s1564_n508,stratified,s1564_n508,508,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,3.336565,7.00
strat1000_n400__stratified__s1565_n566,stratified,s1565_n566,566,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.206373,7.00
strat1000_n400__stratified__s1566_n617,stratified,s1566_n617,617,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-0.580541,7.00
strat1000_n400__stratified__s1567_n681,stratified,s1567_n681,681,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-0.346940,7.00
strat1000_n400__stratified__s1568_n718,stratified,s1568_n718,718,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-1.937463,7.00
strat1000_n400__stratified__s1569_n795,stratified,s1569_n795,795,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-2.607893,7.00
strat1000_n400__stratified__s1570_n322,stratified,s1570_n322,322,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.232751,7.00
strat1000_n400__stratified__s1571_n393,stratified,s1571_n393,393,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.538915,7.00
strat1000_n400__stratified__s1572_n448,stratified,s1572_n448,448,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.289472,7.00
strat1000_n400__stratified__s1573_n467,stratified,s1573_n467,467,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.836494,7.00
strat1000_n400__stratified__s1574_n513,stratified,s1574_n513,513,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.393512,7.00
strat1000_n400__stratified__s1575_n588,stratified,s1575_n588,588,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.253832,7.00
strat1000_n400__stratified__s1576_n625,stratified,s1576_n625,625,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,3.634717,7.00
strat1000_n400__stratified__s1577_n653,stratified,s1577_n653,653,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.796214,7.00
strat1000_n400__stratified__s1578_n728,stratified,s1578_n728,728,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.319470,7.00
strat1000_n400__stratified__s1579_n768,stratified,s1579_n768,768,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.141106,7.00
strat1000_n400__stratified__s1580_n348,stratified,s1580_n348,348,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.391985,7.00
strat1000_n400__stratified__s1581_n390,stratified,s1581_n390,390,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.204339,7.00
strat1000_n400__stratified__s1582_n413,stratified,s1582_n413,413,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.043523,7.00
strat1000_n400__stratified__s1583_n450,stratified,s1583_n450,450,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.691637,7.00
strat1000_n400__stratified__s1584_n521,stratified,s1584_n521,521,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.311156,7.00
strat1000_n400__stratified__s1585_n551,stratified,s1585_n551,551,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.666158,7.00
strat1000_n400__stratified__s1586_n631,stratified,s1586_n631,631,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.144609,7.00
strat1000_n400__stratified__s1587_n659,stratified,s1587_n659,659,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.200151,7.00
strat1000_n400__stratified__s1588_n748,stratified,s1588_n748,748,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.841473,7.00
strat1000_n400__stratified__s1589_n775,stratified,s1589_n775,775,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.666521,7.00
strat1000_n400__stratified__s1590_n320,stratified,s1590_n320,320,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.318265,7.00
strat1000_n400__stratified__s1591_n360,stratified,s1591_n360,360,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.413229,7.00
strat1000_n400__stratified__s1592_n426,stratified,s1592_n426,426,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.295749,7.00
strat1000_n400__stratified__s1593_n479,stratified,s1593_n479,479,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.430533,7.00
strat1000_n400__stratified__s1594_n523,stratified,s1594_n523,523,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,5.003167,7.00
strat1000_n400__stratified__s1595_n575,stratified,s1595_n575,575,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.618541,7.00
strat1000_n400__stratified__s1596_n643,stratified,s1596_n643,643,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.399656,7.00
strat1000_n400__stratified__s1597_n694,stratified,s1597_n694,694,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,3.064487,7.00
strat1000_n400__stratified__s1598_n730,stratified,s1598_n730,730,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.273502,7.00
strat1000_n400__stratified__s1599_n752,stratified,s1599_n752,752,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.680459,7.00
strat1000_n400__stratified__s1600_n313,stratified,s1600_n313,313,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,3.470835,7.00
strat1000_n400__stratified__s1601_n391,stratified,s1601_n391,391,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.073506,7.00
strat1000_n400__stratified__s1602_n419,stratified,s1602_n419,419,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.224133,7.00
strat1000_n400__stratified__s1603_n489,stratified,s1603_n489,489,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-0.355513,7.00
strat1000_n400__stratified__s1604_n544,stratified,s1604_n544,544,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-0.077341,7.00
strat1000_n400__stratified__s1605_n599,stratified,s1605_n599,599,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.460323,7.00
strat1000_n400__stratified__s1606_n614,stratified,s1606_n614,614,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,6.838943,7.00
strat1000_n400__stratified__s1607_n698,stratified,s1607_n698,698,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.622953,7.00
strat1000_n400__stratified__s1608_n724,stratified,s1608_n724,724,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-0.098040,7.00
strat1000_n400__stratified__s1609_n756,stratified,s1609_n756,756,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,7.964090,7.00
strat1000_n400__stratified__s1610_n311,stratified,s1610_n311,311,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.745441,7.00
strat1000_n400__stratified__s1611_n384,stratified,s1611_n384,384,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-0.730929,7.00
strat1000_n400__stratified__s1612_n438,stratified,s1612_n438,438,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.892186,7.00
strat1000_n400__stratified__s1613_n451,stratified,s1613_n451,451,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,0.819052,7.00
strat1000_n400__stratified__s1614_n515,stratified,s1614_n515,515,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.330615,7.00
strat1000_n400__stratified__s1615_n551,stratified,s1615_n551,551,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,5.075158,7.00
strat1000_n400__stratified__s1616_n621,stratified,s1616_n621,621,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-0.205991,7.00
strat1000_n400__stratified__s1617_n697,stratified,s1617_n697,697,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,3.519324,7.00
strat1000_n400__stratified__s1618_n718,stratified,s1618_n718,718,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.899618,7.00
strat1000_n400__stratified__s1619_n752,stratified,s1619_n752,752,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.009094,7.00
strat1000_n400__stratified__s1620_n315,stratified,s1620_n315,315,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.710887,7.00
strat1000_n400__stratified__s1621_n354,stratified,s1621_n354,354,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.105490,7.00
strat1000_n400__stratified__s1622_n413,stratified,s1622_n413,413,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.938496,7.00
strat1000_n400__stratified__s1623_n461,stratified,s1623_n461,461,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.821928,7.00
strat1000_n400__stratified__s1624_n549,stratified,s1624_n549,549,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-1.266726,7.00
strat1000_n400__stratified__s1625_n577,stratified,s1625_n577,577,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,3.719438,7.00
strat1000_n400__stratified__s1626_n613,stratified,s1626_n613,613,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.579887,7.00
strat1000_n400__stratified__s1627_n662,stratified,s1627_n662,662,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.967399,7.00
strat1000_n400__stratified__s1628_n733,stratified,s1628_n733,733,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,-0.024529,7.00
strat1000_n400__stratified__s1629_n795,stratified,s1629_n795,795,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,2.094783,7.00
strat1000_n400__stratified__s1630_n320,stratified,s1630_n320,320,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.442975,7.00
strat1000_n400__stratified__s1631_n383,stratified,s1631_n383,383,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.934517,7.00
strat1000_n400__stratified__s1632_n413,stratified,s1632_n413,413,/home/ks2218/la-proteina/results/generated_stratified_300_800_nsteps400/sequences.fasta,1.589039,7.00
